"age","over_budget","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","lat","long","distance","sqft_living15","sqft_lot15","waterfront","view","basement","renovated","season"
15,"no",655500,4,3.5,3380,8330,2,3,8,3380,47.7741,-122.379,12.7035,2220,8330,"no","no","no","no","summer"
51,"no",555000,5,2.75,2810,13144,1,3,8,1440,47.6199,-122.141,4.144962,2480,13144,"no","no","yes","no","non-summer"
85,"no",235000,2,1,930,10505,1,3,6,930,47.4337,-122.329,13.67583,1520,8881,"no","no","no","no","non-summer"
65,"no",325000,3,1,1300,8879,1,3,7,920,47.7465,-122.326,9.815076,1530,6960,"no","no","yes","no","non-summer"
72,"no",268950,3,1,1320,8100,1,3,6,880,47.4697,-122.351,11.81916,1000,8100,"no","no","yes","no","non-summer"
35,"no",264500,3,1.5,1580,14040,1,3,7,1050,47.2932,-122.267,22.64602,2240,12000,"no","no","yes","no","non-summer"
28,"no",240000,3,2.5,1620,5250,2,3,8,1620,47.3538,-122.301,18.6892,1650,5250,"no","no","no","no","non-summer"
15,"yes",819000,3,2.5,2750,226512,2,3,9,2750,47.4376,-122.456,16.43166,1250,211266,"no","no","no","no","non-summer"
64,"yes",850000,2,1.5,2210,5000,1,3,8,1530,47.6122,-122.288,2.754641,2700,5000,"no","yes","yes","no","non-summer"
58,"no",294950,4,2.25,1740,9600,1,3,7,1160,47.432,-122.276,13.16579,1630,9600,"no","yes","yes","no","non-summer"
42,"no",693000,3,2.25,2120,13644,2,4,9,1420,47.5574,-122.214,4.389085,2950,17060,"no","yes","yes","no","non-summer"
26,"no",478000,4,2.5,2780,7290,2,3,8,2780,47.509,-122.157,8.390679,2450,7738,"no","no","no","no","non-summer"
65,"no",222000,2,1,830,6893,1,3,7,830,47.7234,-122.328,8.475333,1470,7200,"no","no","no","no","non-summer"
19,"no",635000,4,2.5,2070,11286,2,3,8,2070,47.5284,-122.173,6.864102,2440,10826,"no","no","no","no","non-summer"
10,"no",469000,3,3.25,1390,1278,2,3,8,1140,47.6735,-122.375,7.695508,1390,1256,"no","no","yes","no","summer"
10,"no",350000,4,2.5,2610,5866,2,3,8,2610,47.3441,-122.04,21.0265,2480,5188,"no","no","no","no","summer"
79,"no",180000,5,1,1460,11726,1.5,3,6,1290,47.5039,-122.361,10.08238,1460,10450,"no","no","yes","no","non-summer"
51,"no",490000,4,2.25,3390,39356,1,4,8,1640,47.461,-121.992,15.61811,2160,38061,"no","no","yes","no","non-summer"
104,"no",360000,3,1.5,1360,6000,1,3,6,860,47.6846,-122.345,6.969374,1560,3000,"no","no","yes","no","summer"
19,"no",630000,4,2.5,2807,9430,2,3,8,2807,47.7449,-122.223,8.635993,2028,11056,"no","no","no","no","summer"
84,"no",615000,4,1,1340,2006,1.5,3,7,1340,47.6357,-122.373,6.746647,2040,3625,"no","no","no","no","non-summer"
26,"no",279950,3,2.25,1340,7202,2,4,7,1340,47.3563,-122.039,20.28542,1470,7395,"no","no","no","no","non-summer"
63,"no",317000,3,1,1160,8813,1,3,7,1160,47.7257,-122.329,8.634393,1200,7615,"no","no","no","no","summer"
37,"no",618000,4,2.25,2470,7350,1,3,7,1600,47.6936,-122.128,6.956652,1970,7700,"no","no","yes","no","non-summer"
53,"no",620000,5,1.75,2000,8713,1,3,7,1000,47.5882,-122.117,5.704421,2040,8449,"no","yes","yes","no","non-summer"
59,"no",345000,3,1,1110,6250,1,3,7,1110,47.6977,-122.292,6.094852,2010,6944,"no","no","no","no","summer"
63,"no",608000,3,1.5,2240,3750,1,3,7,1220,47.6624,-122.336,5.738779,1570,3400,"no","no","yes","no","non-summer"
48,"no",325000,4,2.25,1920,11603,2,4,7,1920,47.4315,-122.169,13.33157,1840,7350,"no","no","no","no","non-summer"
47,"no",475000,3,1.75,2270,13000,1,5,8,2270,47.4474,-122.144,12.58236,2440,10000,"no","no","no","no","non-summer"
23,"no",154000,3,3,1530,9997,1,3,6,1020,47.2861,-122.252,23.0934,1410,9997,"no","no","yes","no","non-summer"
38,"yes",1190000,5,3,3330,19126,2,4,11,2610,47.5485,-122.214,4.996186,3330,16893,"no","no","yes","no","summer"
3,"no",376950,4,2.5,2643,5750,2,3,8,2643,47.3519,-122.173,18.71434,2406,5772,"no","no","no","no","non-summer"
58,"no",5e+05,2,2,1250,3360,1,3,7,1250,47.6526,-122.349,5.980771,1250,3360,"no","no","no","no","summer"
51,"no",499950,3,2.5,3230,129578,1,4,8,2100,47.682,-121.913,15.36401,2760,62059,"no","no","yes","no","non-summer"
48,"no",230000,3,1,880,9035,1,4,6,880,47.476,-122.151,10.60978,1440,10350,"no","no","no","no","non-summer"
1,"no",652600,4,2.5,2220,5900,2,3,8,2220,47.6956,-122.36,7.993004,1620,5900,"no","no","no","no","non-summer"
37,"no",185000,3,1.75,1130,7000,1,3,7,1130,47.307,-122.372,22.6208,1830,8880,"no","no","no","no","non-summer"
57,"no",274950,3,1,1450,8820,1,3,6,1050,47.4698,-122.264,10.49838,1510,8820,"no","no","yes","no","summer"
95,"no",447000,2,1,760,6035,1,3,6,760,47.5443,-122.382,8.805814,2110,6046,"no","no","no","no","non-summer"
65,"no",129000,2,1,1150,30184,1,3,6,1150,47.4492,-122.2,11.88396,1670,19684,"no","no","no","no","summer"
46,"no",436000,5,3,2720,9856,2,4,8,2720,47.4778,-122.146,10.57734,1420,9685,"no","no","no","no","non-summer"
109,"yes",825000,3,1.75,2080,5000,2,5,8,2080,47.6717,-122.356,6.867408,1820,5000,"no","no","no","no","non-summer"
63,"no",225000,3,1,1080,16000,1,3,6,1080,47.2873,-122.251,23.00853,1610,10007,"no","no","no","no","non-summer"
19,"no",265000,3,2.5,1890,6088,2,3,7,1890,47.2886,-122.218,22.90465,1700,6600,"no","no","no","no","non-summer"
31,"yes",765000,3,1.5,1500,5111,2,5,8,1500,47.6118,-122.284,2.578137,2380,4519,"no","no","no","no","non-summer"
89,"no",509000,4,2,1960,2166,1.5,4,7,1260,47.6545,-122.344,5.818241,1670,4000,"no","no","yes","no","non-summer"
57,"yes",762450,4,1.75,2570,8640,1,4,8,2570,47.5956,-122.172,3.184675,2520,8800,"no","no","no","no","non-summer"
60,"no",465000,5,1.5,1830,9000,1,3,7,1030,47.7488,-122.292,9.354943,2610,11175,"no","yes","yes","no","non-summer"
105,"no",564000,3,1.75,1980,6250,1,5,7,1090,47.554,-122.385,8.542332,1980,6250,"no","yes","yes","no","summer"
73,"no",384500,2,1,1130,5236,1,4,6,1130,47.5103,-122.386,10.50457,1010,5320,"no","no","no","no","non-summer"
29,"no",415000,3,2,2010,33090,1.5,5,8,2010,47.2133,-122.007,29.97234,1840,22620,"no","yes","no","no","non-summer"
67,"no",345000,2,1.75,1820,8409,1,4,6,910,47.7538,-122.327,10.28698,1300,8409,"no","no","yes","no","non-summer"
14,"no",465950,4,2.5,2340,6896,2,3,7,2340,47.4896,-122.14,9.939337,2950,6775,"no","no","no","no","summer"
36,"no",325000,3,1.75,1780,11096,1,3,7,1210,47.617,-122.051,8.339291,1780,10640,"no","no","yes","no","summer"
36,"no",5e+05,3,1.75,1780,11096,1,3,7,1210,47.617,-122.051,8.339291,1780,10640,"no","no","yes","no","non-summer"
37,"no",450000,4,2.5,2450,20348,1,3,8,1410,47.5887,-122.064,8.030049,2450,50094,"no","no","yes","no","non-summer"
46,"no",475000,4,3,2410,8284,1,5,7,1210,47.7202,-122.22,6.938845,2050,7940,"no","no","yes","no","non-summer"
52,"yes",1346400,5,1.75,3380,20021,1,4,8,1690,47.6395,-122.211,1.61184,3260,19809,"no","no","yes","no","summer"
95,"yes",747000,3,1.5,1710,5120,2,4,7,1710,47.6801,-122.305,5.42497,1530,5170,"no","no","no","no","non-summer"
61,"no",395000,3,1.75,1740,6220,1,4,6,1740,47.762,-122.362,11.57379,1630,8418,"no","no","no","no","summer"
10,"no",505000,3,2.5,1995,1483,3,3,8,1760,47.6025,-122.31,3.917686,1520,1173,"no","no","yes","no","non-summer"
68,"no",215000,3,2,1760,9282,1,5,7,1100,47.3413,-122.29,19.45928,1730,7500,"no","no","yes","no","non-summer"
15,"yes",775000,4,3.5,3970,210830,2,3,9,3970,47.4614,-121.713,26.48753,1680,42665,"no","no","no","no","non-summer"
2,"no",540000,4,2.5,3000,5471,2,3,8,3000,47.4797,-122.126,10.83949,2730,5471,"no","no","no","no","non-summer"
58,"no",392500,3,1.75,1540,8925,1,4,7,1540,47.7762,-122.337,11.8843,1620,10397,"no","no","no","no","non-summer"
64,"yes",987000,3,2,2160,15788,1,3,8,2160,47.6227,-122.207,1.087264,2260,9787,"no","no","no","no","non-summer"
64,"yes",1190000,3,2,2160,15788,1,3,8,2160,47.6227,-122.207,1.087264,2260,9787,"no","no","no","no","summer"
28,"no",252500,3,2,1810,10684,2,3,8,1810,47.4619,-122.153,11.49903,2140,9657,"no","no","no","no","non-summer"
15,"yes",730000,3,3.5,2440,3502,2,3,7,1970,47.589,-122.165,3.709077,2440,3417,"no","no","yes","no","non-summer"
62,"no",497300,6,2.75,3200,9200,1,4,8,1600,47.492,-122.364,10.82862,2220,9500,"no","yes","yes","no","summer"
17,"no",640000,4,2.5,2970,34981,2,3,9,2970,47.7365,-122.037,12.05847,3170,30277,"no","no","no","no","summer"
51,"no",580000,5,2,2290,7125,1,3,7,1190,47.634,-122.119,5.258589,1460,7920,"no","no","yes","no","summer"
48,"no",377000,3,1.75,1820,34800,1,4,6,1820,47.4616,-121.98,15.99234,2570,52707,"no","no","no","no","summer"
16,"yes",1280000,4,3.5,3010,3600,2,3,9,2370,47.6341,-122.284,2.696703,2650,4200,"no","no","yes","no","summer"
12,"no",396500,3,1.5,1360,1488,2,3,7,1120,47.6526,-122.384,7.515415,1360,1573,"no","no","yes","no","summer"
17,"no",3e+05,4,2.5,2080,2999,2,3,8,2080,47.4909,-122.157,9.547479,1630,3148,"no","no","no","no","summer"
69,"no",532000,3,1,1110,4800,1.5,3,7,1110,47.6857,-122.378,8.24966,1510,4320,"no","no","no","no","non-summer"
11,"no",579000,2,1.75,1560,4500,1,3,8,1560,47.7128,-122.032,11.22476,1860,4500,"no","no","no","no","non-summer"
86,"yes",1400000,4,2.5,3520,7815,2,3,10,3140,47.6429,-122.412,8.620783,2790,6644,"no","yes","yes","no","non-summer"
66,"no",571000,5,1.75,2280,43560,1,4,8,1380,47.4558,-122.362,12.90837,1940,17664,"no","yes","yes","no","non-summer"
27,"no",301950,3,1.75,1370,9288,1,4,7,1370,47.4824,-122.152,10.17942,1500,9864,"no","no","no","no","summer"
90,"no",660000,3,3,2340,2970,2,5,8,2160,47.6868,-122.348,7.173927,1370,4000,"no","no","yes","no","summer"
14,"no",455000,4,2.5,3170,10688,2,3,9,3170,47.3179,-122.257,20.91139,3100,12610,"no","yes","no","no","summer"
29,"no",375000,3,1.75,1380,5060,1,3,7,1380,47.7059,-122.341,7.86808,1030,5060,"no","no","no","no","non-summer"
16,"no",470000,4,2.5,2700,6769,2,3,9,2700,47.3753,-122.155,17.26602,2880,7968,"no","no","no","no","non-summer"
32,"no",374990,3,2.5,1300,10484,2,3,8,1300,47.7768,-122.268,10.97712,1380,7868,"no","no","no","no","non-summer"
9,"no",541500,2,2.5,1900,3690,2,3,8,1900,47.7082,-122.019,11.55599,1900,5153,"no","no","no","no","non-summer"
14,"yes",782500,3,2.5,3750,7821,2,3,9,3750,47.6325,-122.064,7.778208,3210,8405,"no","no","no","no","non-summer"
3,"no",264000,3,2.25,1552,3677,2,3,7,1552,47.3205,-122.178,20.83571,1677,3677,"no","no","no","no","summer"
24,"no",640000,4,2.5,2500,7417,2,3,9,2500,47.6251,-122.026,9.506857,2770,8188,"no","no","no","no","summer"
63,"no",660000,3,2,1770,8141,1,5,8,1770,47.7232,-122.371,9.689213,1770,8100,"no","no","no","no","non-summer"
20,"yes",1365000,5,3.5,4210,17258,2,3,12,4210,47.553,-122.114,7.117154,4630,17909,"no","yes","no","no","summer"
21,"no",389950,3,2.5,2170,8140,2,3,9,2170,47.385,-122.169,16.48487,2390,8100,"no","no","no","no","non-summer"
64,"no",226000,2,1,1510,19874,1,3,7,1510,47.4924,-122.34,10.1999,1540,10000,"no","no","no","no","non-summer"
56,"no",390000,3,1.75,1870,40250,1,5,7,1870,47.4038,-122.036,17.46762,1870,40250,"no","no","no","no","summer"
31,"no",485000,3,2.25,1570,8111,2,3,8,1570,47.6324,-122.028,9.445464,1990,7875,"no","no","no","no","non-summer"
15,"yes",840000,4,2.5,2480,4602,2,3,9,2480,47.6835,-122.161,5.437278,3480,5739,"no","no","no","no","non-summer"
78,"no",6e+05,5,3.5,3580,21343,1.5,4,8,2140,47.7646,-122.302,10.53723,2430,21343,"no","no","yes","no","summer"
65,"no",331000,2,1,1480,6210,1,3,7,1080,47.774,-122.351,12.03672,1290,7509,"no","no","yes","no","summer"
74,"yes",780000,3,2,2610,6000,1,5,7,1310,47.675,-122.289,4.688674,2330,4800,"no","no","yes","no","non-summer"
22,"no",3e+05,3,1.75,1700,8481,2,3,7,1700,47.2623,-122.305,24.96223,1830,6600,"no","no","no","no","non-summer"
47,"no",361810,3,1.75,1240,7620,1,3,7,1240,47.4576,-122.348,12.49812,1150,7620,"no","no","no","yes","summer"
69,"no",467000,3,1,1660,6582,1,5,7,1000,47.7169,-122.353,8.807942,1110,6584,"no","no","yes","no","summer"
97,"no",399000,3,1.75,1620,10000,1.5,5,6,1620,47.5091,-122.262,7.806421,1880,10000,"no","no","no","no","non-summer"
107,"no",315450,3,1.75,1130,7500,1.5,4,7,1130,47.5254,-122.318,7.716886,1240,6000,"no","no","no","no","non-summer"
109,"no",6e+05,3,1,1310,5000,1.5,3,7,1310,47.6624,-122.347,6.184643,1530,4800,"no","no","no","no","summer"
38,"no",247500,4,2,1710,5200,1,4,7,910,47.3634,-122.09,18.89596,1560,5200,"no","no","yes","no","non-summer"
58,"no",330000,3,1,2140,5037,1,3,7,2140,47.5494,-122.274,5.291517,1630,6054,"no","no","no","no","non-summer"
43,"no",5e+05,4,2.25,2350,7210,1.5,4,7,2350,47.7407,-122.183,8.621492,1930,7519,"no","no","no","no","summer"
52,"no",367500,3,1,1570,10050,1,3,7,1570,47.736,-122.231,8.01505,2540,9940,"no","no","no","no","summer"
22,"no",560000,3,2.5,2780,32880,1,3,9,2780,47.4798,-121.727,25.37878,2780,40091,"no","no","no","no","summer"
67,"no",655000,4,1.75,2540,7620,1,3,8,1320,47.5709,-122.406,8.874633,2540,8613,"no","yes","yes","no","summer"
47,"no",530000,5,2.75,2500,7140,1,4,7,1250,47.6225,-122.108,5.684334,2230,8400,"no","no","yes","no","non-summer"
22,"no",270000,3,2.25,2080,26574,1,3,7,1380,47.2846,-122.192,23.24207,1770,8140,"no","yes","yes","no","summer"
27,"no",437500,3,2,1760,2875,2,3,7,1290,47.5602,-122.378,8.039654,1760,4830,"no","yes","yes","no","non-summer"
58,"no",575000,3,1.75,1760,10349,1,3,8,1760,47.6347,-122.173,2.841954,1970,10933,"no","no","no","no","non-summer"
25,"no",278000,4,2.5,1940,6887,2,3,7,1940,47.2911,-122.353,23.44032,1870,6144,"no","no","no","no","non-summer"
15,"no",568500,4,2.5,3010,6181,2,3,9,3010,47.5212,-122.192,7.052588,2960,6515,"no","no","no","no","summer"
3,"no",280000,4,3,2460,9606,1,3,8,2460,47.4889,-122.317,9.925216,1730,7500,"no","no","no","no","non-summer"
95,"no",250000,2,1,750,6350,1,3,5,750,47.6938,-122.356,7.770949,920,6350,"no","no","no","no","summer"
65,"no",247500,3,0.75,1300,72309,1,3,6,680,47.567,-122.124,6.148634,3080,8395,"no","no","yes","yes","non-summer"
38,"yes",1250000,5,2.75,3710,13874,1.5,4,9,2340,47.5686,-122.154,5.015291,3370,13874,"no","yes","yes","no","non-summer"
29,"no",535000,4,2.5,2360,15008,1,3,9,1920,47.7363,-122.254,8.112837,2680,15344,"no","no","yes","no","non-summer"
1,"yes",814842,3,2.5,3190,6899,2,3,9,3190,47.7153,-122.221,6.59797,3190,6899,"no","no","no","no","summer"
9,"no",340000,4,2.5,2181,5521,2,3,8,2181,47.3503,-122.291,18.85109,2333,5143,"no","no","no","no","non-summer"
63,"no",359950,3,1.75,1890,9100,2,4,7,1890,47.7676,-122.339,11.38868,1640,9100,"no","no","no","no","summer"
81,"yes",750000,3,1.75,2610,5544,1.5,3,8,1680,47.684,-122.376,8.107528,1330,5074,"no","no","yes","no","summer"
97,"yes",1220000,4,2,3090,8125,2.5,5,8,3090,47.6851,-122.395,8.899979,1560,6250,"no","no","no","no","summer"
59,"no",370000,2,1,860,5040,1,3,7,860,47.6977,-122.365,8.263969,1570,5040,"no","no","no","no","summer"
35,"no",329950,3,1,1000,9170,1,3,7,1000,47.4405,-122.134,13.18626,1610,9170,"no","no","no","no","non-summer"
25,"no",5e+05,3,2.5,2760,35171,2,3,9,2760,47.465,-122.123,11.81531,2720,35171,"no","no","no","no","non-summer"
25,"yes",734000,4,2.5,3490,18521,2,4,9,3490,47.7406,-122.07,11.17286,2850,18521,"no","no","no","no","summer"
9,"no",385000,4,2.5,2960,5054,2,3,9,2960,47.3601,-122.035,20.13354,2960,5000,"no","no","no","no","summer"
98,"no",230000,2,1,1280,4635,1,3,6,840,47.5532,-122.28,5.170312,1660,6180,"no","no","yes","no","non-summer"
15,"yes",1385000,4,3.5,3230,7200,1,3,10,1640,47.6838,-122.212,4.48711,2660,7200,"no","yes","yes","no","summer"
62,"no",210000,3,2,1830,4992,1,3,7,1230,47.5145,-122.27,7.52417,2050,7740,"no","no","yes","no","non-summer"
41,"no",293000,3,1.75,1420,13187,1,4,7,1420,47.4608,-122.065,13.42482,1620,13824,"no","no","no","no","summer"
115,"no",465000,3,1,1580,3774,1.5,3,6,1580,47.6839,-122.361,7.527939,1580,3860,"no","no","no","no","non-summer"
31,"no",449000,3,2.25,1960,44634,1,3,7,1130,47.7769,-122.253,10.8935,1970,44634,"no","no","yes","no","non-summer"
50,"no",325000,2,1.75,1670,10725,1,3,7,1670,47.4893,-122.229,9.030719,1600,10725,"no","no","no","no","non-summer"
57,"no",180000,3,2,1670,7056,1,4,7,1670,47.3139,-122.212,21.16641,1330,8415,"no","no","no","no","summer"
47,"no",650000,6,3,2960,5000,1,3,8,1790,47.6971,-122.341,7.420469,1280,1251,"no","no","yes","no","non-summer"
69,"no",665000,4,2.75,2420,7102,1,5,7,1670,47.7042,-122.371,8.769165,1620,7102,"no","no","yes","no","summer"
49,"no",324450,3,2,1420,16000,1,3,7,1420,47.478,-122.358,11.4846,1900,12630,"no","no","no","no","non-summer"
40,"no",588000,4,1.75,2170,5750,1,3,7,1370,47.5668,-122.383,8.02105,1450,5750,"no","yes","yes","no","non-summer"
70,"no",2e+05,4,1,1310,5200,1.5,3,6,1160,47.5384,-122.37,8.623607,1090,5180,"no","no","yes","no","summer"
53,"no",383000,4,1.75,1830,11090,1,3,7,1060,47.7333,-122.246,7.863669,1990,10917,"no","no","yes","no","summer"
29,"no",499950,3,2,1360,2500,1,3,7,730,47.6753,-122.363,7.275033,1630,5000,"no","no","yes","no","non-summer"
39,"no",549000,5,2.5,3440,12350,1,4,9,1760,47.3427,-122.325,19.66663,3440,12763,"no","yes","yes","no","non-summer"
25,"no",465000,5,3,2010,7264,1,3,7,1290,47.6945,-122.33,6.939446,1510,7326,"no","no","yes","no","non-summer"
25,"no",450000,3,2.5,2450,19744,2,3,10,2450,47.3746,-122.026,19.44694,2650,19597,"no","no","no","no","summer"
24,"yes",799900,4,2.5,3030,7800,2,3,9,1580,47.689,-122.196,5.02325,2840,7435,"no","no","yes","no","non-summer"
42,"no",495000,4,2.5,2480,91911,1,4,7,1470,47.4579,-121.981,16.13505,2540,91911,"no","yes","yes","no","non-summer"
27,"yes",1200000,3,3.5,4310,10842,2,3,10,3140,47.7735,-122.386,12.84973,2280,11106,"no","yes","yes","no","summer"
32,"no",637000,4,2.5,2120,15000,2,4,8,2120,47.7159,-122.1,8.971861,2170,15000,"no","no","no","no","non-summer"
114,"no",589000,4,1,2210,4366,2,3,8,2210,47.6105,-122.309,3.73765,1740,1745,"no","no","no","no","non-summer"
39,"no",305000,3,1.75,1400,10350,1,4,7,1400,47.479,-122.132,10.76099,1780,10457,"no","no","no","no","summer"
105,"no",6e+05,4,2.25,2760,5200,2,3,7,1790,47.589,-122.313,4.420282,1310,2059,"no","no","yes","yes","non-summer"
23,"no",587000,4,2.5,2550,6256,2,3,9,2550,47.7742,-122.166,11.0622,2460,8256,"no","no","no","no","summer"
15,"yes",1425000,2,2.5,2220,4000,2,3,9,2220,47.6364,-122.28,2.589364,1870,4000,"no","no","no","no","summer"
101,"no",250000,4,1,1320,11212,1,5,6,1320,47.3098,-122.209,21.45542,1060,6766,"no","no","no","no","non-summer"
33,"no",515000,3,3,2440,3202,2,4,8,1640,47.7152,-122.342,8.391974,2440,3200,"no","no","yes","no","non-summer"
16,"yes",833000,4,2.75,3780,10308,2,3,10,3780,47.589,-121.983,11.70447,3500,10740,"no","no","no","no","summer"
17,"yes",860000,3,3.25,4720,32467,2,3,10,3190,47.508,-122.113,9.467838,3260,26386,"no","yes","yes","no","summer"
66,"no",550000,4,3,2360,6678,1,3,8,1760,47.6919,-122.313,6.292961,1640,6380,"no","no","yes","no","summer"
96,"no",180000,2,1,890,6000,1,2,6,890,47.4976,-122.225,8.46033,1100,6000,"no","no","no","no","non-summer"
47,"no",507000,4,1.75,1770,9375,1,4,7,1170,47.6935,-122.112,7.479903,1540,9375,"no","no","yes","no","summer"
21,"no",427000,3,2,1720,128066,1,3,7,1720,47.4487,-121.981,16.58333,2360,111078,"no","no","no","no","summer"
16,"no",616950,3,3.5,2490,2722,2,3,8,2020,47.5893,-122.165,3.697139,2490,2755,"no","no","yes","no","non-summer"
46,"no",372000,4,1.75,1890,10550,1,5,7,1010,47.5147,-122.193,7.477286,1930,7291,"no","no","yes","no","summer"
85,"no",290000,2,1,1020,6380,1,3,7,1020,47.6971,-122.317,6.691151,1380,6380,"no","no","no","yes","non-summer"
18,"no",329990,4,2.75,2420,8438,2,3,8,2420,47.2089,-122.011,30.19377,2270,8770,"no","no","no","no","non-summer"
67,"no",393500,3,1.75,1600,8156,1,5,7,1600,47.7397,-122.3,8.888529,1200,8156,"no","no","no","no","non-summer"
33,"yes",1550000,5,3.25,3370,17458,1,5,10,2000,47.5591,-122.229,4.208088,4240,15202,"no","yes","yes","no","summer"
42,"no",240000,4,2.25,1720,8300,1,4,8,1720,47.3192,-122.385,22.00826,2010,8000,"no","no","no","no","summer"
42,"no",285000,3,1,1090,8640,1,4,6,1090,47.459,-122.355,12.55952,1260,8400,"no","no","no","no","summer"
28,"no",382500,3,1.5,1090,9862,1,3,8,1090,47.6256,-122.036,9.04286,1710,9862,"no","no","no","no","non-summer"
64,"yes",1925000,4,3.75,3600,16101,1,3,9,3600,47.6308,-122.287,2.757255,3650,9506,"no","no","no","no","non-summer"
59,"yes",8e+05,3,2.5,2760,9471,1,3,8,1760,47.676,-122.272,4.335119,3040,6765,"no","yes","yes","no","summer"
48,"no",550000,4,3.5,2770,24140,2,3,8,2770,47.6585,-122.186,3.35743,1720,16011,"no","no","no","no","non-summer"
61,"no",387846,4,1.75,2520,15205,1,4,7,2040,47.7642,-122.264,10.08807,1680,10000,"no","no","yes","no","non-summer"
35,"no",367500,4,2,1960,16015,1,3,7,1960,47.33,-122.22,20.04273,1960,16015,"no","no","no","no","summer"
113,"yes",780500,5,1,1760,4264,2,3,8,1760,47.6246,-122.312,3.83198,2130,4264,"no","no","no","no","summer"
65,"no",680000,3,1.75,1090,6775,1,4,7,850,47.6934,-122.321,6.607301,1580,5760,"no","no","yes","no","summer"
47,"no",434400,5,1.75,1960,7875,1,4,7,1960,47.7256,-122.18,7.658202,1800,7764,"no","no","no","no","non-summer"
68,"no",370000,2,1,1220,17172,1,4,6,1220,47.6934,-122.163,5.953414,1510,12915,"no","no","no","no","summer"
44,"no",465000,3,1.75,1730,8073,1,3,8,1350,47.7694,-122.367,12.13057,2500,8073,"no","no","yes","no","non-summer"
36,"no",323000,3,2,1830,6925,1,4,8,1830,47.4445,-122.123,13.11321,2010,7350,"no","no","no","no","non-summer"
6,"no",270000,4,2.5,1600,9921,2,3,7,1600,47.3678,-122.124,18.11456,2140,5806,"no","no","no","no","non-summer"
35,"yes",1320000,3,1.75,2040,42693,1,3,10,2040,47.6479,-122.12,5.472384,2640,11957,"no","yes","no","no","non-summer"
12,"no",560000,4,2.5,2710,6583,2,3,9,2710,47.4922,-122.141,9.756817,2710,6583,"no","no","no","no","summer"
108,"no",450000,3,1,1140,4500,1,3,6,840,47.5897,-122.314,4.438048,1150,3000,"no","no","yes","no","non-summer"
91,"no",290000,2,1,930,7740,1,3,6,930,47.7091,-122.292,6.798768,1250,7740,"no","no","no","no","summer"
35,"no",354000,3,2,1010,21340,1,3,8,1010,47.6223,-122.043,8.710314,1700,13045,"no","no","no","no","summer"
106,"no",705000,5,3,2380,5000,2,5,7,2380,47.6722,-122.389,8.233348,1800,4650,"no","no","no","no","non-summer"
38,"no",445000,3,2.25,1860,7200,1,4,7,1240,47.7332,-122.192,8.01875,1560,7630,"no","no","yes","no","summer"
47,"no",229900,3,1,1440,11925,1,3,7,1440,47.2738,-122.3,24.14296,1440,10425,"no","no","no","no","summer"
14,"no",610000,4,2.5,2980,5896,2,3,8,2980,47.6872,-122.036,10.15313,2900,5712,"no","no","no","no","non-summer"
15,"no",535000,3,3.25,2670,5108,2,3,9,2670,47.5342,-121.866,17.97217,2670,6500,"no","yes","no","no","non-summer"
55,"no",437400,3,1.75,2150,8925,1,4,7,2150,47.6253,-122.119,5.18224,1100,7875,"no","no","no","no","non-summer"
37,"no",540000,5,2.75,3160,10059,2,3,10,1740,47.7477,-122.217,8.844013,3120,11557,"no","no","yes","no","summer"
66,"no",570000,3,2,1890,29185,1,3,7,1470,47.5621,-122.168,4.934698,2580,11600,"no","no","yes","yes","summer"
11,"no",533000,3,2.5,2810,4607,2,3,8,2810,47.7735,-122.227,10.60686,2540,4871,"no","no","no","no","non-summer"
11,"no",555000,3,2.5,2690,4819,2,3,7,2690,47.5302,-121.849,18.812,2360,4829,"no","no","no","no","non-summer"
31,"no",239950,3,1.75,1230,9600,1,4,7,1230,47.3675,-122.095,18.54973,1330,8250,"no","no","no","no","summer"
38,"no",350000,3,1,950,9451,1,4,7,950,47.7308,-122.19,7.878556,1480,8352,"no","no","no","no","non-summer"
72,"no",245000,2,1,1200,4880,1,3,6,980,47.5276,-122.346,8.366409,1040,4880,"no","no","yes","no","summer"
68,"no",456000,4,1.75,1670,9886,1,5,7,1670,47.7249,-122.287,7.717901,2590,9997,"no","no","no","no","summer"
38,"no",465000,4,2.25,2140,7701,1,4,7,1470,47.7213,-122.171,7.518304,2130,8050,"no","no","yes","no","summer"
7,"no",445000,2,1.75,1440,4660,1,3,8,1440,47.7092,-122.015,11.75056,1680,4989,"no","yes","no","no","non-summer"
49,"no",517850,5,2.75,3050,7500,1,4,8,1800,47.7249,-122.187,7.519009,2060,7848,"no","no","yes","no","summer"
19,"no",329000,5,2.75,2570,7260,2,3,8,2570,47.2622,-122.212,24.73617,2200,7421,"no","no","no","no","summer"
18,"no",512500,3,2.5,1840,2875,2,4,7,1840,47.562,-122.393,8.587881,1240,5750,"no","no","no","no","summer"
68,"no",365000,2,1,1250,8100,1,4,7,1250,47.7294,-122.329,8.851594,1710,8100,"no","no","no","no","summer"
67,"no",450500,3,1,1410,9384,1,3,7,1410,47.7161,-122.33,8.107954,1990,9384,"no","no","no","no","non-summer"
63,"yes",915000,3,1,1560,8232,1,3,7,1560,47.623,-122.205,1.182587,1930,8286,"no","no","no","no","non-summer"
